user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
vandailyvlog,3469,7503748048275705095,Bankkk cỏi họng,2025-05-13 02:14:47,2025-05-18 09:18:38,01:13,840.9K,84.7K,529,3212,3385,"atsh, hurrykng, vanmukbang",https://www.tiktok.com/@vandailyvlog/video/7503748048275705095,7.50374808848227e+18,nhạc nền - Cục cứk biết rap,1 videos,Cục cứk biết rap,False
haihoan47,62.8K,7498318085120658695,khi nói chuyện với mấy đứa GZ,2025-04-28 11:03:46,2025-05-18 09:18:53,00:19,5.2M,178K,1327,6220,7802,"xuhướng, 2025tiktok, haihoan, xuhuongtiktok",https://www.tiktok.com/@haihoan47/video/7498318085120658695,7.498318115470708e+18,nhạc nền - HaiHoan47,320 videos,HaiHoan47,True
duow.g_172,889,7500601794955857160,ừ thì sao em,2025-05-04 14:45:43,2025-05-18 09:19:22,00:05,1.3M,76K,832,77.4K,2652,"xuhuong, fybシ, viral, xh",https://www.tiktok.com/@duow.g_172/video/7500601794955857160,7.485042099214863e+18,оригинальный звук,56.9K videos,U D I E,False
mrbimax,2.1M,7494559848235814152,Chúng tôi có Chung Tình Yêu Nước 🇻🇳,2025-04-18 07:59:53,2025-05-18 09:19:37,00:22,7.2M,335.4K,793,1712,7798,,https://www.tiktok.com/@mrbimax/video/7494559848235814152,7.493774318724222e+18,nhạc nền - 𝙉𝙂.𝙏𝙎 𝙈𝙐𝙎𝙄𝘾,7974 videos,𝙉𝙂.𝙏𝙎 𝙈𝙐𝙎𝙄𝘾,False
roe_verywhere,29.3K,7497111408690072839,"Lục Tiểu Linh Đồng hiện tại 66 tuổi đến trường đại học biểu diễn cùng với chiếc gậy của ông ấy, xem xong kí ức tuổi thơ ùa về",2025-04-25 05:01:14,2025-05-18 09:19:51,00:53,,421.5K,3139,18K,19.9K,"luctieulinhdong, tayduky",https://www.tiktok.com/@roe_verywhere/video/7497111408690072839,7.056428434636967e+18,original sound,56.6K videos,DN🙃,False
luc.evisu,1M,7474542998630583559,Sát như vậy rồi mà vẫn không vô là sao vậy ae???,2025-02-23 09:24:17,2025-05-18 09:20:10,00:10,,26.9K,291,865,932,lucevisu,https://www.tiktok.com/@luc.evisu/video/7474542998630583559,7.416587957404847e+18,original sound,270.3K videos,𝐉𝐔𝐓𝐓🔥,False
cheems_nvk7,70.9K,7486453014035696904,,2025-03-27 11:41:13,2025-05-18 09:20:28,00:39,,97K,2196,15.5K,8042,,https://www.tiktok.com/@cheems_nvk7/video/7486453014035696904,7.485329495323479e+18,nhạc nền - 𝙏𝙝𝙖𝙣𝙝𝙉𝙝𝙪𝙩🎧,909 videos,FastmusicVN,False
bao_quandoinhandan,1M,7496105946431720711,Đại tướng Phan Văn Giang đội mũ công tác cho Tổng bí thư Tô Lâm,2025-04-22 11:59:32,2025-05-18 09:20:46,00:16,,147.1K,1912,3884,5111,"tiktoknews, bqdnd, quandoi",https://www.tiktok.com/@bao_quandoinhandan/video/7496105946431720711,7.496105986047643e+18,nhạc nền - BÁO QUÂN ĐỘI NHÂN DÂN,12 videos,BÁO QUÂN ĐỘI NHÂN DÂN,False
nguyennam2102,245.3K,7503574999962225928,@TTMHĐ,2025-05-12 15:03:16,2025-05-18 09:21:25,00:19,,87.5K,987,93.6K,11K,"ttmhđ, tungtraimoihieuduoc2102",https://www.tiktok.com/@nguyennam2102/video/7503574999962225928,7.503575060171591e+18,nhạc nền - Từng Trải Mới Hiểu Được,288 videos,Nam Biên Hòa,False
cam._.oops,504.5K,7494253341535472914,Có ánh mắt biết cười…,2025-04-17 12:10:29,2025-05-18 09:21:37,00:37,3.8M,181.9K,2089,14.9K,11K,xuhuong,https://www.tiktok.com/@cam._.oops/video/7494253341535472914,7.494253445646437e+18,nhạc nền - Cam,22 videos,Cam,False
